#Thorlabs FTS
[SpectrumHeader]
#Date;20231127
#Time;3424150
#GMTTime;8424150
#Instrument;0
#InstrModel;CCS175
#Series;0
#InterferometerSerial;M00318804
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;cal_intensity
#Average;100
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;60.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;8996.608398
#WnrMax;20065.398438
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
4.983703918e+02;0.000000000e+00
4.985275879e+02;0.000000000e+00
4.986847839e+02;0.000000000e+00
4.988420105e+02;0.000000000e+00
4.989992371e+02;0.000000000e+00
4.991564636e+02;0.000000000e+00
4.993137207e+02;0.000000000e+00
4.994709778e+02;0.000000000e+00
4.996282349e+02;0.000000000e+00
4.997855225e+02;0.000000000e+00
4.999427795e+02;0.000000000e+00
5.001000671e+02;0.000000000e+00
5.002573853e+02;0.000000000e+00
5.004147034e+02;0.000000000e+00
5.005720215e+02;0.000000000e+00
5.007293396e+02;0.000000000e+00
5.008866882e+02;0.000000000e+00
5.010440369e+02;0.000000000e+00
5.012013855e+02;0.000000000e+00
5.013587646e+02;0.000000000e+00
5.015161133e+02;0.000000000e+00
5.016735229e+02;0.000000000e+00
5.018309021e+02;0.000000000e+00
5.019883118e+02;0.000000000e+00
5.021457214e+02;0.000000000e+00
5.023031311e+02;0.000000000e+00
5.024605713e+02;0.000000000e+00
5.026180115e+02;0.000000000e+00
5.027754517e+02;0.000000000e+00
5.029329224e+02;0.000000000e+00
5.030903931e+02;0.000000000e+00
5.032478638e+02;0.000000000e+00
5.034053650e+02;0.000000000e+00
5.035628357e+02;0.000000000e+00
5.037203674e+02;0.000000000e+00
5.038778687e+02;0.000000000e+00
5.040354004e+02;0.000000000e+00
5.041929321e+02;0.000000000e+00
5.043504639e+02;0.000000000e+00
5.045080261e+02;0.000000000e+00
5.046655884e+02;0.000000000e+00
5.048231506e+02;0.000000000e+00
5.049807434e+02;0.000000000e+00
5.051383057e+02;0.000000000e+00
5.052959290e+02;0.000000000e+00
5.054535217e+02;0.000000000e+00
5.056111450e+02;0.000000000e+00
5.057687683e+02;0.000000000e+00
5.059263916e+02;0.000000000e+00
5.060840454e+02;0.000000000e+00
5.062416992e+02;0.000000000e+00
5.063993530e+02;0.000000000e+00
5.065570374e+02;0.000000000e+00
5.067147217e+02;0.000000000e+00
5.068724060e+02;0.000000000e+00
5.070300903e+02;0.000000000e+00
5.071878052e+02;0.000000000e+00
5.073455200e+02;0.000000000e+00
5.075032349e+02;0.000000000e+00
5.076609802e+02;0.000000000e+00
5.078187256e+02;0.000000000e+00
5.079764709e+02;0.000000000e+00
5.081342468e+02;0.000000000e+00
5.082920227e+02;0.000000000e+00
5.084497986e+02;0.000000000e+00
5.086075745e+02;0.000000000e+00
5.087653809e+02;0.000000000e+00
5.089231873e+02;0.000000000e+00
5.090810242e+02;0.000000000e+00
5.092388306e+02;0.000000000e+00
5.093966675e+02;0.000000000e+00
5.095545349e+02;0.000000000e+00
5.097123718e+02;0.000000000e+00
5.098702393e+02;0.000000000e+00
5.100281067e+02;0.000000000e+00
5.101860046e+02;0.000000000e+00
5.103439026e+02;0.000000000e+00
5.105018005e+02;0.000000000e+00
5.106596985e+02;0.000000000e+00
5.108176270e+02;0.000000000e+00
5.109755554e+02;0.000000000e+00
5.111334839e+02;0.000000000e+00
5.112914124e+02;0.000000000e+00
5.114493713e+02;0.000000000e+00
5.116073608e+02;0.000000000e+00
5.117653198e+02;0.000000000e+00
5.119233093e+02;0.000000000e+00
5.120812988e+02;0.000000000e+00
